,spread_a1_y,spread_a2_y,difference_spread,target
0,9.936622069026212,17.876810256630886,7.940188187604674,0
1,9.558084085444651,16.723467659428824,7.1653835739841725,0
2,9.558084085444282,18.645705321432633,9.087621235988351,0
3,9.558084085444651,15.666236945327109,6.108152859882457,0
4,10.882967027981579,18.54959343833189,7.666626410350311,0
5,16.08786430223353,28.833564930050123,12.745700627816593,0
6,17.602016236560868,30.467466942752864,12.865450706191996,0
7,9.65271858134004,19.89515980173468,10.242441220394639,0
8,12.586387954100068,21.336838048236697,8.750450094136628,0
9,19.683975146261638,34.11971850055903,14.435743354297394,0
10,11.450774003353917,19.79904791863395,8.348273915280032,0
11,15.425422830964699,29.6024599948515,14.177037163886801,0
12,12.302484466413532,23.162963827139787,10.860479360726256,0
13,10.882967027981207,21.43294993133744,10.549982903356232,0
14,12.018580978726987,24.316306424341853,12.297725445614866,0
15,9.3688150936535,18.453481555232294,9.084666461578793,0
16,17.50738174066511,32.581928370956646,15.074546630291536,0
17,12.491753458204307,15.666236945327498,3.17448348712319,0
18,17.980554220142796,25.277425255343566,7.29687103520077,0
19,29.242059231705923,32.77415213715699,3.5320929054510657,0
20,13.154194929473135,21.336838048236714,8.182643118763579,0
21,8.706373622385039,12.782880452321947,4.076506829936909,0
22,15.614691822755852,25.75798467084462,10.14329284808877,0
23,13.248829425368537,19.030152853832945,5.7813234284644075,0
24,11.072236019772358,17.58847460733056,6.5162385875582025,0
25,13.438098417159319,21.625173697537406,8.187075280378087,0
26,10.504429044399284,13.647887400223691,3.143458355824407,0
27,12.964925937681993,20.087383567934637,7.122457630252644,0
28,16.561036781710477,24.89297772294326,8.331940941232784,0
29,19.873244138052783,32.77415213715663,12.900907999103843,0
30,21.103492584693964,35.17694921466111,14.073456629967144,0
31,23.28008599029012,32.101368955455214,8.821282965165093,0
32,19.210802666784343,30.755802592053197,11.544999925268854,0
33,20.724954601112046,26.430767852545628,5.705813251433582,0
34,20.062513129843573,29.506348111751137,9.443834981907564,0
35,19.589340650365884,31.332473890654228,11.743133240288344,0
36,19.400071658575108,30.179131293452542,10.779059634877434,0
37,22.996182502603954,33.73527096815833,10.739088465554378,0
38,21.198127080589348,32.581928370956646,11.383801290367298,0
39,22.52301002312629,31.62080953995455,9.09779951682826,0
40,30.47230767834747,27.584110449747698,-2.888197228599772,0
41,13.43809841715931,21.81739746373776,8.37929904657845,0
42,28.484983264542077,32.774152137156996,4.289168872614919,0
43,17.318112748874334,25.469649021544292,8.151536272669958,0
44,14.762981359696228,24.892977722942877,10.129996363246649,0
45,13.53273291305469,23.066851944039804,9.534119030985114,0
46,9.368815093653508,20.567942983435316,11.199127889781808,0
47,15.993229806337393,27.487998566647722,11.494768760310329,0
48,11.64004299514543,21.529061814437426,9.889018819291996,0
49,19.58934065036625,28.449117397649054,8.859776747282805,0
50,12.113215474622757,20.5679429834357,8.454727508812942,0
51,16.3717677899197,24.31630642434185,7.944538634422148,0
52,18.075188716038554,30.083019410352172,12.007830694313618,0
53,21.955203047753205,28.929676813150106,6.974473765396901,0
54,21.671299560067048,33.06248778645732,11.39118822639027,0
55,28.484983264542457,35.657508630161786,7.172525365619329,0
56,19.210802666784318,32.29359272165595,13.08279005487163,0
57,19.683975146261638,31.14025012445388,11.45627497819224,0
58,21.387396072380504,30.851914475153556,9.464518402773052,0
59,19.021533674993172,29.89079564415183,10.869261969158657,0
60,13.911270896636623,22.778516294739475,8.867245398102853,0
61,17.791285228352002,27.007439151146663,9.21615392279466,0
62,16.27713329402393,24.892977722942877,8.615844428918948,0
63,15.046884847382778,23.643523242640832,8.596638395258054,0
64,18.264457707829322,27.968557982148376,9.704100274319053,0
65,15.614691822755487,26.622991618745978,11.00829979599049,0
66,14.7629813596966,21.52906181443742,6.76608045474082,0
67,9.274180597757749,12.590656686121985,3.3164760883642366,0
68,14.195174384323161,19.89515980173431,5.699985417411147,0
69,8.233201142907358,11.437314088919912,3.204112946012554,0
70,9.17954610186236,10.476195257918187,1.2966491560558264,0
71,7.665394167534656,9.803412076217178,2.1380179086825217,0
72,7.760028663430045,12.01398538752095,4.253956724090905,0
73,8.517104630593897,9.899523959317161,1.3824193287232642,0
74,10.315160052608135,13.07121610162228,2.756056049014145,0
75,8.61173912648965,13.359551750922984,4.747812624433333,0
76,10.504429044398915,15.85846071152746,5.354031667128545,0
77,10.125891060817354,11.821761621320222,1.6958705605028683,0
78,7.192221688057335,9.515076426916481,2.3228547388591467,0
79,9.841987573130822,10.572307141018177,0.7303195678873546,0
80,8.138566647011967,10.860642790318884,2.722076143306918,0
81,10.882967027981215,12.398432919921259,1.5154658919400443,0
82,10.125891060817363,12.975104218522663,2.8492131577053,0
83,13.248829425368523,16.050684477727422,2.801855052358899,0
84,7.760028663430045,11.05286655651923,3.2928378930891853,0
85,8.895642614175827,13.743999283323674,4.848356669147847,0
86,12.964925937682363,16.723467659429183,3.7585417217468198,0
87,12.302484466413901,13.743999283323673,1.4415148169097716,0
88,8.422470134698507,11.052866556519223,2.6303964218207163,0
89,9.65271858134005,12.590656686121976,2.937938104781926,0
90,11.545408499249678,16.0506844777278,4.505275978478121,0
91,9.652718581339672,11.917873504420589,2.2651549230809174,0
92,8.706373622385048,11.629537855120262,2.923164232735214,0
93,9.46344958954889,11.91787350442059,2.4544239148717004,0
94,9.179546101862359,12.302321036821278,3.122774934958919,0
95,11.356139507458526,12.11009727062093,0.7539577631624041,0
96,9.84198757313082,14.801229997425747,4.959242424294926,0
97,12.397118962309289,13.840111166424023,1.4429922041147343,0
98,8.895642614175827,11.341202205819554,2.445559591643727,0
99,9.55808408544466,14.512894348125425,4.954810262680764,0
100,13.532732913054701,20.279607334135,6.7468744210802996,1
101,17.60201623656088,28.545229280749417,10.94321304418854,1
102,11.545408499249305,14.128446815724354,2.583038316475049,1
103,10.599063540295043,12.97510421852267,2.3760406782276267,1
104,9.55808408544428,8.842293245215831,-0.7157908402284487,1
105,9.55808408544466,14.51289434812505,4.95481026268039,1
106,9.179546101862359,8.746181362115472,-0.43336473974688694,1
107,13.627367408950452,15.474013179126773,1.8466457701763215,1
108,10.788332532085825,12.68676856922158,1.898436037135756,1
109,10.504429044399293,13.07121610162228,2.566787057222987,1
110,9.084911605966969,12.013985387520947,2.929073781553978,1
111,10.599063540295043,14.512894348125425,3.913830807830381,1
