,spread_a1_z,spread_a2_z,difference_spread,target
0,17.86193493305128,22.021738373447906,4.159803440396626,0
1,16.421456309417557,20.02882087358865,3.6073645641710925,0
2,16.42145630941757,19.132007998651375,2.710551689233803,0
3,15.173041502268966,18.932716248665493,3.759674746396527,0
4,17.189711575355417,17.039444623799177,-0.15026695155624026,0
5,19.01431783195749,20.22811262357454,1.2137947916170475,0
6,18.34209447426202,21.623154873476132,3.2810603992141125,0
7,17.093679667113417,15.744048248890522,-1.349631418222895,0
8,17.189711575355794,20.925633748525527,3.735922173169733,0
9,17.189711575355798,27.900844998033904,10.711133422678106,0
10,16.325424401175567,16.740506998820344,0.4150825976447763,0
11,15.077009594026974,21.42386312349025,6.346853529463276,0
12,17.38177539183979,18.434486873700777,1.0527114818609888,0
13,16.613520125902305,14.946881248946589,-1.6666388769557159,0
14,15.749232951722455,16.640861123827,0.8916281721045465,0
15,15.077009594026974,15.94333999887641,0.8663304048494371,0
16,17.86193493305091,32.68384699769675,14.821912064645836,0
17,17.28574348359741,16.242277623855237,-1.0434658597421738,0
18,18.053998749535648,28.199782623012737,10.14578387347709,0
19,29.673859646842473,43.84418499690992,14.170325350067444,0
20,17.093679667113427,19.23165387364471,2.1379742065312826,0
21,16.421456309417938,11.16033799921317,-5.261118310204768,0
22,19.39844546492624,36.96861962239449,17.57017415746825,0
23,16.70955203414431,13.252901374065766,-3.4566506600785427,0
24,16.13336058469082,12.057150874150443,-4.076209710540377,0
25,18.822254015472744,32.18561762273164,13.363363607258897,0
26,17.38177539183979,11.558921499185335,-5.822853892654454,0
27,16.901615850629057,12.057150874150443,-4.844464976478614,0
28,18.342094474262012,15.04652712393953,-3.2955673503224823,0
29,19.206381648441862,37.96507837232393,18.758696723882068,0
30,18.630190198988757,19.929174998595705,1.2989847996069486,0
31,19.30241355668424,23.217488873363614,3.915075316679374,0
32,18.24606256601964,26.80474037311075,8.558677807091112,0
33,20.646860272074825,31.18915887280221,10.542298600727385,0
34,17.765903024808907,20.32775849856708,2.561855473758172,0
35,16.51748821765994,22.021738373447906,5.504250155787968,0
36,18.342094474261636,31.886679997752818,13.544585523491182,0
37,18.34209447426202,22.91855124838478,4.576456774122761,0
38,20.550828363832835,28.29942849800529,7.748600134172456,0
39,18.63019019898876,32.18561762273164,13.55542742374288,0
40,26.79290239957654,41.95091337204333,15.15801097246679,0
41,16.51748821765994,16.939798748806226,0.42231053114628736,0
42,31.88259353641366,38.56295362228237,6.680360085868713,0
43,17.47780730008216,33.4810139976403,16.003206697558138,0
44,16.517488217659928,30.6909294978371,14.173441280177173,0
45,15.365105318753336,33.77995162261952,18.414846303866184,0
46,15.749232951722085,26.107219248160142,10.357986296438057,0
47,18.15003065777765,36.27109849744353,18.121067839665884,0
48,17.669871116566526,34.57711862256306,16.907247505996537,0
49,18.34209447426239,31.488096497780642,13.146002023518253,0
50,16.70955203414431,28.299428498005287,11.589876463860978,0
51,16.325424401175567,24.313593498286387,7.98816909711082,0
52,16.51748821765994,29.893762497893555,13.376274280233616,0
53,18.534158290746383,23.715718248328727,5.181559957582344,0
54,18.053998749535648,24.51288524827227,6.4588864987366215,0
55,21.991306987466174,41.851267497050316,19.85996050958414,0
56,17.957966841293278,30.79057537283005,12.832608531536774,0
57,18.246062566020015,24.413239373279318,6.1671768072593025,0
58,20.070668822621336,31.488096497780653,11.417427675159317,0
59,18.82225401547313,26.904386248104082,8.08213223263095,0
60,19.398445464925857,19.829529123602367,0.4310836586765099,0
61,18.43812638250439,23.71571824832833,5.27759186582394,0
62,17.38177539183979,23.91500999831461,6.533234606474821,0
63,16.90161585062867,30.093054247879053,13.191438397250383,0
64,18.34209447426239,24.51288524827266,6.170790774010271,0
65,17.765903024808523,38.16437012231019,20.398467097501666,0
66,17.57383920832416,23.31713474835656,5.743295540032399,0
67,17.381775391840165,19.63023737361648,2.248461981776316,0
68,20.262732639106094,35.872514997471725,15.609782358365631,0
69,17.573839208324536,21.72280074846907,4.1489615401445334,0
70,18.342094474262012,22.818905373391843,4.4768108991298305,0
71,17.765903024808907,13.153255499072817,-4.61264752573609,0
72,17.38177539183979,19.9291749985957,2.54739960675591,0
73,15.749232951722078,21.324217248497305,5.574984296775227,0
74,20.358764547348464,29.395533122928057,9.036768575579593,0
75,17.957966841293278,25.50934399820209,7.5513771569088135,0
76,17.861934933051277,27.00403212309703,9.142097190045753,0
77,16.325424401175567,26.107219248160142,9.781794846984575,0
78,17.093679667113427,16.54121524883407,-0.5524644182793566,0
79,16.90161585062868,26.40615687313858,9.504541022509901,0
80,16.229392492933574,18.235195123714494,2.00580263078092,0
81,18.53415829074676,47.132498871678095,28.598340580931335,0
82,18.82225401547275,18.83307037367254,0.010816358199789988,0
83,19.686541189652985,27.30296974807546,7.616428558422474,0
84,17.477807300082166,17.33838224877761,-0.1394250513045563,0
85,18.24606256601964,26.605448623124868,8.35938605710523,0
86,19.20638164844187,34.377826872577174,15.171445224135304,0
87,18.05399874953527,26.30651099814603,8.25251224861076,0
88,17.189711575355794,16.142631748862286,-1.0470798264935084,0
89,18.53415829074676,18.833070373672932,0.2989120829261722,0
90,17.09367966711304,28.698011997977453,11.604332330864413,0
91,18.43812638250439,25.011114623237376,6.572988240732986,0
92,18.34209447426202,20.42740437356042,2.0853098992984016,0
93,18.53415829074639,20.52705024855337,1.9928919578069788,0
94,17.189711575355417,18.534132748694102,1.3444211733386844,0
95,18.246062566020015,26.007573373166814,7.761510807146799,0
96,17.28574348359779,30.790575372830048,13.504831889232257,0
97,18.534158290746383,26.406156873138585,7.871998582392202,0
98,18.24606256601964,27.004032123097023,8.757969557077384,0
99,18.34209447426202,24.811822873251103,6.4697283989890835,0
100,16.997647758871047,12.156796749143002,-4.840851009728045,1
101,16.517488217660315,13.452193124052041,-3.065295093608274,1
102,19.110349740199872,21.324217248496907,2.213867508297035,1
103,16.421456309417938,15.744048248890122,-0.6774080605278154,1
104,19.494477373168614,12.455734374122217,-7.038742999046397,1
105,18.53415829074639,25.509343998202485,6.975185707456095,1
106,17.2857434835978,10.662108624248454,-6.623634859349345,1
107,20.166700730864093,23.516426498342838,3.349725767478745,1
108,19.01431783195749,21.124925498511416,2.110607666553925,1
109,19.494477373168234,21.42386312349025,1.929385750322016,1
110,19.11034974019987,17.438028123770955,-1.6723216164289134,1
111,20.26273263910609,31.3884506227877,11.12571798368161,1
