,spread_x_a1,spread_x_a2,difference_spread(a2-a1),target
98,14.140855315118515,16.70956150662448,2.5687061915059637,0
99,15.19901455638595,15.57670987905679,0.3776953226708386,0
100,17.41152933358072,20.957755110003298,3.5462257764225775,1
101,18.758277458830456,25.017140108787878,6.258862649957422,1
102,15.87238861901006,19.54169057554369,3.66930195653363,1
103,15.295210851046217,13.688623833110647,-1.6065870179355706,1
104,14.044659020457871,13.877432437705266,-0.1672265827526047,1
105,14.237051609778774,12.366963600948353,-1.8700880088304217,1
106,13.563677547154287,11.706133484867198,-1.8575440622870882,1
107,15.58379973502852,21.99620243527442,6.412402700245899,1
108,14.429444199100441,14.349453949191801,-0.07999024990864001,1
109,19.624044110776612,16.33194429743525,-3.2920998133413626,1
110,16.064781208331727,14.632666856083723,-1.4321143522480035,1
111,17.411529333581093,15.859922785948713,-1.55160654763238,1
